name,locality,cuisines,rating,price_for_two,votes,city,source,price_band,primary_cuisine
Spicy Patola,Sector 31,"North Indian, Chinese, Mughlai, Fast Food, Rolls, Desserts",4.2,400,830,Gurgaon,kaggle,Mid (₹300-700),North Indian
The Coffee Shop,Pvr Anupam Complex,"Cafe, Italian",4.2,1500,689,New Delhi,kaggle,Premium (₹700-1500),Cafe
Burger King,The Great India Place,"Burger, Fast Food, Beverages",3.8,500,364,Noida,kaggle,Mid (₹300-700),Burger
Khanna Tandoori Junction,Krishna Nagar,"Chinese, North Indian",4.2,150,163,New Delhi,kaggle,Budget (≤₹300),Chinese
NicoCaara,Chanakya Mall,"Continental, Healthy Food",4.1,1800,235,New Delhi,kaggle,Luxury (>₹1500),Continental
Grand Madras Cafe,Kamla Nagar,South Indian,3.8,250,100,New Delhi,kaggle,Budget (≤₹300),South Indian
PizzaExpress,Ambience Mall,"Italian, Pizza, Salad",4.7,1900,2675,Gurgaon,kaggle,Luxury (>₹1500),Italian
Wakhra Swaad,Sector 11,"North Indian, Mughlai, Momos",4.6,850,1926,Noida,kaggle,Premium (₹700-1500),North Indian
Burma Burma,Select Citywalk Mall,"Asian, Burmese",4.6,1500,1564,New Delhi,kaggle,Premium (₹700-1500),Asian
The Yellow Chilli,Pacific Mall,"North Indian, Mughlai",4.9,1200,3762,Ghaziabad,kaggle,Premium (₹700-1500),North Indian
Pirates of Grill,Mgf Mega City Mall,"North Indian, Mughlai, Continental",4.6,2000,5958,Gurgaon,kaggle,Luxury (>₹1500),North Indian
Burma Burma,Cyber Hub,"Asian, Burmese",4.7,1500,2345,Gurgaon,kaggle,Premium (₹700-1500),Asian
Owl is Well,Greater Kailash 1 (Gk1),"Pizza, Italian, Continental",4.6,1000,2050,New Delhi,kaggle,Premium (₹700-1500),Pizza
Legends Barbequeas,Spice World Mall,"North Indian, Chinese, Mughlai, Biryani",4.6,1300,1842,Noida,kaggle,Premium (₹700-1500),North Indian
Yum Yum Cha,Khan Market,"Chinese, Japanese, Sushi",4.5,1800,1030,New Delhi,kaggle,Luxury (>₹1500),Chinese
Yum Yum Cha,Cyber Hub,"Chinese, Japanese, Sushi",4.6,1800,1471,Gurgaon,kaggle,Luxury (>₹1500),Chinese
Rustom's,Ito,"Parsi, Street Food, Beverages",4.5,1500,1563,New Delhi,kaggle,Premium (₹700-1500),Parsi
Barbeque Nation,Grand Mall,"North Indian, Chinese, BBQ",4.5,1600,2538,Gurgaon,kaggle,Luxury (>₹1500),North Indian
The Mughal Trail,Rajouri Garden,"North Indian, Mughlai",4.5,500,1246,New Delhi,kaggle,Mid (₹300-700),North Indian
Cafe Cones & Curries,Sector 62,"North Indian, Chinese, Continental",4.5,700,1169,Noida,kaggle,Mid (₹300-700),North Indian
Noshi - Yum Asian Delivery,Greater Kailash 1 (Gk1),"Asian, Sushi, Thai, Japanese",4.5,1000,917,New Delhi,kaggle,Premium (₹700-1500),Asian
Burma Burma,Dlf Mall Of India,"Asian, Burmese",4.8,1500,809,Noida,kaggle,Premium (₹700-1500),Asian
Purple Greene,Ambience Mall,"French, Italian, Mediterranean, Mexican, North Indian",4.6,2200,795,New Delhi,kaggle,Luxury (>₹1500),French
Orient Heritage,Malviya Nagar,"Chinese, Thai, Japanese, Asian, Sushi, PokÃ©",4.6,850,1013,New Delhi,kaggle,Premium (₹700-1500),Chinese
Barbeque Nation,Rohini,"North Indian, Chinese, Mediterranean",4.7,1400,1171,New Delhi,kaggle,Premium (₹700-1500),North Indian
Desi Dakaar,Sector 26,"Chinese, North Indian, Rolls",4.5,500,960,Noida,kaggle,Mid (₹300-700),Chinese
La Pino'z Pizza,Raheja Mall,"Pizza, Italian",4.5,700,913,Gurgaon,kaggle,Mid (₹300-700),Pizza
Bhookemon,Saket,"North Indian, Italian, Pizza",4.5,800,1432,New Delhi,kaggle,Premium (₹700-1500),North Indian
Masala House,Sunder Nagar,North Indian,4.5,1800,1128,New Delhi,kaggle,Luxury (>₹1500),North Indian
The Bing's,Greater Kailash 2 (Gk2),"Italian, Fast Food, Pizza, Burger",4.6,900,1212,New Delhi,kaggle,Premium (₹700-1500),Italian
Phonebooth Express,Delhi University-Gtb Nagar,"North Indian, Italian, Chinese, Mexican",4.5,800,776,New Delhi,kaggle,Premium (₹700-1500),North Indian
Jom Jom Malay,Ansal Plaza Mall,"Asian, Malaysian",4.4,1800,850,New Delhi,kaggle,Luxury (>₹1500),Asian
Hyper Local,Sda Market,"Continental, North Indian, Chinese",3.9,1500,798,New Delhi,kaggle,Premium (₹700-1500),Continental
The Immigrant Cafe,Khan Market,"Modern Indian, Mexican, Lebanese, Italian",4.1,1600,666,New Delhi,kaggle,Luxury (>₹1500),Modern Indian
The Art House Bar n Cafe,Connaught Place,"Cafe, Continental",4.2,1200,472,New Delhi,kaggle,Premium (₹700-1500),Cafe
Kiara Soul Kitchen,Greater Kailash 2 (Gk2),"Asian, North Indian",4.4,2600,489,New Delhi,kaggle,Luxury (>₹1500),Asian
Unlimited - The Break Free Bar,Connaught Place,"North Indian, Continental, Chinese, Italian, Mexican",4.1,1200,330,New Delhi,kaggle,Premium (₹700-1500),North Indian
Qbic Cafe,East Patel Nagar,"Chinese, North Indian, Continental, Italian, Mexican",4.4,1600,264,New Delhi,kaggle,Luxury (>₹1500),Chinese
The Finch,Greater Kailash 2 (Gk2),"Continental, Modern Indian, Italian",4.6,2000,355,New Delhi,kaggle,Luxury (>₹1500),Continental
Quoin - Novotel New Delhi Aerocity,Novotel New Delhi Aerocity,"North Indian, Asian, Pizza, Finger Food",4.2,2500,421,New Delhi,kaggle,Luxury (>₹1500),North Indian
Kampai,Worldmark 1,"Japanese, Sushi, Beverages, Asian",4.3,2200,230,New Delhi,kaggle,Luxury (>₹1500),Japanese
Riviera,Ameya Suites,"Continental, North Indian, Chinese, Mughlai",4.2,2100,255,New Delhi,kaggle,Luxury (>₹1500),Continental
Nakshatra,Sector 15,"Chinese, North Indian, Continental",3.9,1100,184,Gurgaon,kaggle,Premium (₹700-1500),Chinese
Sirocco,Mgf Metropolitan Mall,"Mexican, North Indian, Fast Food",3.8,1700,214,New Delhi,kaggle,Luxury (>₹1500),Mexican
Playground- JW Marriott New Delhi,Jw Marriott New Delhi,"BBQ, Seafood",4.2,2000,222,New Delhi,kaggle,Luxury (>₹1500),BBQ
Routine Affair,Mg Road,"Cafe, Italian, Mexican, American",3.8,1800,109,New Delhi,kaggle,Luxury (>₹1500),Cafe
Locale,Pvr Anupam Complex,"North Indian, Chinese, Italian",4.0,1400,873,New Delhi,kaggle,Premium (₹700-1500),North Indian
The Immigrant Cafe,Connaught Place,"North Indian, Italian, Continental",3.9,1600,746,New Delhi,kaggle,Luxury (>₹1500),North Indian
Bokan,East Of Kailash,"Asian, Continental, North Indian, Italian",4.1,1500,437,New Delhi,kaggle,Premium (₹700-1500),Asian
Scene - High Bar,Sohna Road,"Bar Food, Chinese, North Indian, Fast Food",4.6,1200,402,Gurgaon,kaggle,Premium (₹700-1500),Bar Food
Firangi Island,Kirti Nagar,"North Indian, Chinese, Continental, Italian, Momos",4.1,1200,366,New Delhi,kaggle,Premium (₹700-1500),North Indian
Toxic,Saket,"North Indian, Continental, Italian, Lebanese, Sushi",4.2,1800,265,New Delhi,kaggle,Luxury (>₹1500),North Indian
Sutra Gastropub,Gardens Galleria,"Modern Indian, Asian, Continental",4.5,1800,264,Noida,kaggle,Luxury (>₹1500),Modern Indian
Viet:Nom,Cyber Hub,Vietnamese,4.3,2000,192,Gurgaon,kaggle,Luxury (>₹1500),Vietnamese
Imperfecto Shor - Cafe,Pride Plaza Hotel,"North Indian, Thai, Seafood",4.1,1500,101,New Delhi,kaggle,Premium (₹700-1500),North Indian
48 Plates,Cross Point Mall,"Goan, Continental, Asian, Italian, European, Seafood",4.1,2000,88,Gurgaon,kaggle,Luxury (>₹1500),Goan
Catalyst Gastrobar,Sector 16,"North Indian, European, Asian",3.8,1600,66,Faridabad,kaggle,Luxury (>₹1500),North Indian
Ditas,Mehrauli,"European, Asian",3.8,2500,58,New Delhi,kaggle,Luxury (>₹1500),European
Cafe Another Day,Janakpuri,"North Indian, Italian, Mexican, Chinese, Beverages, Cafe",3.8,1300,13,New Delhi,kaggle,Premium (₹700-1500),North Indian
Marley Express,Hauz Khas,"Pizza, Fast Food",4.1,400,24,New Delhi,kaggle,Mid (₹300-700),Pizza
"Unlocked - Bar, Kitchen & Escape Room",32Nd Avenue,"European, American, Italian",3.7,1800,58,Gurgaon,kaggle,Luxury (>₹1500),European
In-Q,Friends Colony,Modern Indian,3.8,4000,28,New Delhi,kaggle,Luxury (>₹1500),Modern Indian
Sixth Sensse,Sector 54,"North Indian, Chinese, Thai",3.1,700,19,Gurgaon,kaggle,Mid (₹300-700),North Indian
El Sabor,Sector 29,"Mexican, North Indian",3.5,1500,19,Gurgaon,kaggle,Premium (₹700-1500),Mexican
The Piano Man Gurugram,32Nd Avenue,Continental,3.9,1000,38,Gurgaon,kaggle,Premium (₹700-1500),Continental
Jungle Jamboree,3C'S Mall,"North Indian, Chinese, Italian",3.3,1200,10,New Delhi,kaggle,Premium (₹700-1500),North Indian
Lazy Bear,Delhi University-Gtb Nagar,"North Indian, Continental, Chinese",3.5,1500,10,New Delhi,kaggle,Premium (₹700-1500),North Indian
Sugarama Patisserie,Dlf Phase 4,"Bakery, Desserts",3.2,300,7,Gurgaon,kaggle,Budget (≤₹300),Bakery
SPINxGreenr Cafe,Chhatarpur,Cafe,3.3,1100,6,New Delhi,kaggle,Premium (₹700-1500),Cafe
Suroor Reloaded,Rajouri Garden,"Continental, North Indian, Chinese, Finger Food",4.1,1100,509,New Delhi,kaggle,Premium (₹700-1500),Continental
JALSA Indian & Ladakhi Kitchen,Dlf Phase 1,"North Indian, Mughlai, Tibetan, Chinese",4.0,900,193,Gurgaon,kaggle,Premium (₹700-1500),North Indian
The Whisky Bar & Brewpub,Sector 29,"North Indian, Fast Food, Chinese, Italian, Seafood",4.2,1500,362,Gurgaon,kaggle,Premium (₹700-1500),North Indian
Hashtag Foods,Netaji Subhash Place,"Fast Food, Burger, Sandwich, Pizza",4.0,300,864,New Delhi,kaggle,Budget (≤₹300),Fast Food
Hashtag Foods,Jail Road,"Fast Food, Beverages",3.9,250,556,New Delhi,kaggle,Budget (≤₹300),Fast Food
Morellos - (Mess)Merising Shakes,Nirvana Courtyard,"Cafe, Fast Food",4.1,900,452,Gurgaon,kaggle,Premium (₹700-1500),Cafe
Hashtag Foods,Satyaniketan,"Fast Food, Beverages",4.0,250,473,New Delhi,kaggle,Budget (≤₹300),Fast Food
Giani's,Rohini,"Desserts, Ice Cream, Beverages",4.0,300,261,New Delhi,kaggle,Budget (≤₹300),Desserts
Hashtag Foods,Delhi University-Gtb Nagar,"Fast Food, Burger, Sandwich, Pizza",4.2,300,156,New Delhi,kaggle,Budget (≤₹300),Fast Food
Giani's,Supermart 1,"Desserts, Ice Cream, Beverages",4.1,300,283,Gurgaon,kaggle,Budget (≤₹300),Desserts
Giani's,Green Park,"Desserts, Ice Cream, Beverages",4.1,400,208,New Delhi,kaggle,Mid (₹300-700),Desserts
Giani's,Vikaspuri,"Desserts, Ice Cream, Beverages",3.9,400,215,New Delhi,kaggle,Mid (₹300-700),Desserts
Giani's,Sector 12,"Desserts, Ice Cream, Beverages",4.0,300,216,New Delhi,kaggle,Budget (≤₹300),Desserts
Giani's,Amar Colony,"Desserts, Ice Cream, Beverages",3.8,400,140,New Delhi,kaggle,Mid (₹300-700),Desserts
Giani's,Preet Vihar,"Desserts, Ice Cream, Beverages",3.8,400,204,New Delhi,kaggle,Mid (₹300-700),Desserts
Pabrai's Fresh And Naturelle Ice Creams,Netaji Subhash Place,"Desserts, Ice Cream",4.2,200,99,New Delhi,kaggle,Budget (≤₹300),Desserts
Hashtag Foods,Sector 10,"Fast Food, Beverages",3.8,300,105,New Delhi,kaggle,Budget (≤₹300),Fast Food
Giani's,Pacific Mall,"Desserts, Ice Cream, Beverages",4.1,400,122,New Delhi,kaggle,Mid (₹300-700),Desserts
Giani's,Karampura,"Desserts, Ice Cream, Beverages",4.0,400,173,New Delhi,kaggle,Mid (₹300-700),Desserts
Giani's,Sector 16,"Desserts, Ice Cream, Beverages",3.9,400,197,Faridabad,kaggle,Mid (₹300-700),Desserts
Coolfies,Netaji Subhash Place,"Desserts, Beverages",4.1,250,119,New Delhi,kaggle,Budget (≤₹300),Desserts
Giani's,Indirapuram Habitat Centre,"Desserts, Ice Cream, Beverages",4.0,400,172,Ghaziabad,kaggle,Mid (₹300-700),Desserts
Giani's,Huda City Centre Metro Station,"Desserts, Ice Cream, Beverages",4.0,450,131,Gurgaon,kaggle,Mid (₹300-700),Desserts
Giani's,Good Earth City Center,"Desserts, Ice Cream, Beverages",3.7,400,140,Gurgaon,kaggle,Mid (₹300-700),Desserts
Giani's,Gujranwala Town,"Desserts, Ice Cream, Beverages",3.8,400,116,New Delhi,kaggle,Mid (₹300-700),Desserts
Giani's,Defence Colony,"Desserts, Ice Cream, Beverages",3.7,400,124,New Delhi,kaggle,Mid (₹300-700),Desserts
Hashtag Foods,Punjabi Bagh,Fast Food,3.7,250,96,New Delhi,kaggle,Budget (≤₹300),Fast Food
Giani's,Pitampura,"Desserts, Ice Cream, Beverages",3.7,300,106,New Delhi,kaggle,Budget (≤₹300),Desserts
Giani's,Sector 10,"Desserts, Ice Cream, Beverages",3.8,400,141,Faridabad,kaggle,Mid (₹300-700),Desserts
Giani's,Naraina,"Desserts, Ice Cream, Beverages",3.8,400,89,New Delhi,kaggle,Mid (₹300-700),Desserts
Giani's,Moments Mall,"Desserts, Ice Cream, Beverages",3.7,400,71,New Delhi,kaggle,Mid (₹300-700),Desserts
Giani's,Crossing Republik,"Desserts, Ice Cream, Beverages",3.5,400,106,Ghaziabad,kaggle,Mid (₹300-700),Desserts
Giani's,Ashok Vihar Phase 1,"Desserts, Ice Cream, Beverages",2.5,400,98,New Delhi,kaggle,Mid (₹300-700),Desserts
Giani's,Pandara Road Market,"Desserts, Ice Cream, Beverages",3.7,400,75,New Delhi,kaggle,Mid (₹300-700),Desserts
Giani's,Sector 31,"Desserts, Ice Cream, Beverages",3.8,400,106,Gurgaon,kaggle,Mid (₹300-700),Desserts
Giani's,Sector 21,"Desserts, Ice Cream, Beverages",3.8,400,106,Faridabad,kaggle,Mid (₹300-700),Desserts
Giani's,Janakpuri,"Desserts, Ice Cream, Beverages",3.7,400,79,New Delhi,kaggle,Mid (₹300-700),Desserts
Giani's,Jangpura,"Desserts, Ice Cream, Beverages",3.8,400,73,New Delhi,kaggle,Mid (₹300-700),Desserts
Shake Busters,Elements One Mall,"Coffee, Tea, Beverages",4.5,400,101,Gurgaon,kaggle,Mid (₹300-700),Coffee
Hashtag Foods,Preet Vihar,"Fast Food, Burger, Sandwich, Pizza",4.0,300,40,New Delhi,kaggle,Budget (≤₹300),Fast Food
Giani's,Kirti Nagar,"Desserts, Ice Cream, Beverages",3.8,400,77,New Delhi,kaggle,Mid (₹300-700),Desserts
Giani's,District Centre,"Desserts, Ice Cream, Beverages",3.6,400,76,New Delhi,kaggle,Mid (₹300-700),Desserts
Giani's,Aggarwal City Plaza,"Desserts, Ice Cream, Beverages",3.8,400,61,New Delhi,kaggle,Mid (₹300-700),Desserts
Naturals Ice Cream,Sector 50,Ice Cream,4.2,300,70,Gurgaon,kaggle,Budget (≤₹300),Ice Cream
Giani's,Mg Road,"Desserts, Ice Cream, Beverages",2.8,400,63,New Delhi,kaggle,Mid (₹300-700),Desserts
Giani's,Sector 15,"Desserts, Ice Cream, Beverages",3.7,300,54,Gurgaon,kaggle,Budget (≤₹300),Desserts
Giani's,Prashant Vihar,"Desserts, Ice Cream, Beverages",3.7,400,48,New Delhi,kaggle,Mid (₹300-700),Desserts
Giani's,Civil Lines,"Desserts, Ice Cream, Beverages",3.6,400,34,New Delhi,kaggle,Mid (₹300-700),Desserts
Giani's,Gaur Central  Mall,"Desserts, Ice Cream, Beverages",3.4,400,39,Ghaziabad,kaggle,Mid (₹300-700),Desserts
Giani's,Unitech Infospace,"Desserts, Ice Cream, Beverages",3.5,400,34,Gurgaon,kaggle,Mid (₹300-700),Desserts
Giani's,Vasant Kunj,"Desserts, Ice Cream, Beverages",3.7,400,38,New Delhi,kaggle,Mid (₹300-700),Desserts
Giani's,Connaught Place,"Desserts, Ice Cream, Beverages",3.7,400,25,New Delhi,kaggle,Mid (₹300-700),Desserts
Giani's,Sector 56,"Desserts, Ice Cream, Beverages",3.7,400,28,Gurgaon,kaggle,Mid (₹300-700),Desserts
Giani's,Worldmark 1,"Desserts, Ice Cream, Beverages",3.5,400,15,New Delhi,kaggle,Mid (₹300-700),Desserts
Giani's,New Friends Colony,"Desserts, Ice Cream, Beverages",3.6,400,18,New Delhi,kaggle,Mid (₹300-700),Desserts
Giani's,Palam Vihar,"Desserts, Ice Cream, Beverages",3.2,400,13,Gurgaon,kaggle,Mid (₹300-700),Desserts
Giani's,Sector 86,"Desserts, Ice Cream, Beverages",3.3,300,12,Faridabad,kaggle,Budget (≤₹300),Desserts
Giani's,Panchsheel Park,"Desserts, Ice Cream, Beverages",3.3,400,4,New Delhi,kaggle,Mid (₹300-700),Desserts
Giani's,Sector 72,"Desserts, Ice Cream, Beverages",0.0,400,1,Noida,kaggle,Mid (₹300-700),Desserts
Giani's,The Sapphire Mall,"Desserts, Ice Cream, Beverages",3.2,400,4,Gurgaon,kaggle,Mid (₹300-700),Desserts
Giani's,Manesar,"Desserts, Ice Cream, Beverages",3.0,400,4,Gurgaon,kaggle,Mid (₹300-700),Desserts
Giani's,Sector 50,"Desserts, Ice Cream, Beverages",3.4,400,7,Gurgaon,kaggle,Mid (₹300-700),Desserts
Giani's,Vardhaman Crown Mall,"Desserts, Ice Cream, Beverages",0.0,400,3,New Delhi,kaggle,Mid (₹300-700),Desserts
Berco's,Sector 12,"Chinese, Thai, Asian",4.1,1600,2691,Noida,kaggle,Luxury (>₹1500),Chinese
The Saffron Boutique,Sector 110,"North Indian, Mughlai, Chinese",4.4,900,1605,Noida,kaggle,Premium (₹700-1500),North Indian
Berco's,Connaught Place,"Chinese, Thai, Asian",4.0,1600,4096,New Delhi,kaggle,Luxury (>₹1500),Chinese
Wat-a-Burger!,Sector 62,"Burger, Fast Food, Beverages",4.3,400,1081,Noida,kaggle,Mid (₹300-700),Burger
Berco's,Rajouri Garden,"Chinese, Thai, Asian",4.1,1600,1100,New Delhi,kaggle,Luxury (>₹1500),Chinese
Wat-a-Burger!,Sector 18,"Burger, Fast Food, Beverages",4.2,400,1411,Noida,kaggle,Mid (₹300-700),Burger
Berco's,Mgf Metropolitan Mall,"Chinese, Thai, Asian",4.2,1600,1569,New Delhi,kaggle,Luxury (>₹1500),Chinese
Enoki,Greater Kailash 1 (Gk1),"Asian, Japanese, Thai, Sushi, PokÃ©, Chinese",4.3,1000,1068,New Delhi,kaggle,Premium (₹700-1500),Asian
World Trail,Sector 135,"Fast Food, Biryani, Burger, Italian, Pizza",4.6,550,611,Noida,kaggle,Mid (₹300-700),Fast Food
Wat-a-Burger!,Malviya Nagar,"Burger, Fast Food, Beverages",4.1,400,667,New Delhi,kaggle,Mid (₹300-700),Burger
Master Koii's,Sushant Lok,"Asian, Chinese, Thai, Malaysian",4.7,1800,443,Gurgaon,kaggle,Luxury (>₹1500),Asian
Chinese Veg Crunch,Paschim Vihar,"Chinese, Fast Food, Italian, Momos",4.4,450,481,New Delhi,kaggle,Mid (₹300-700),Chinese
Anglow,Khan Market,"European, North Indian, Modern Indian",4.2,2000,437,New Delhi,kaggle,Luxury (>₹1500),European
Wat-a-Burger!,Baani Square,"Burger, Fast Food, Beverages",4.1,400,616,Gurgaon,kaggle,Mid (₹300-700),Burger
CJ's Fresh,Defence Colony,"Healthy Food, Italian, Burger, Sandwich",4.1,800,563,New Delhi,kaggle,Premium (₹700-1500),Healthy Food
Wat-a-Burger!,Suncity Business Tower,"Burger, Fast Food, Beverages",4.1,400,547,Gurgaon,kaggle,Mid (₹300-700),Burger
Desi Vibes,Punjabi Bagh,"North Indian, Mughlai, Kebab",4.4,1800,374,New Delhi,kaggle,Luxury (>₹1500),North Indian
Punjabi Angithi,Rohini,"North Indian, Chinese",4.5,1000,237,New Delhi,kaggle,Premium (₹700-1500),North Indian
Enoki,Sikandarpur,"Asian, Japanese, Thai, Sushi, PokÃ©, Chinese",4.4,1000,429,Gurgaon,kaggle,Premium (₹700-1500),Asian
Sandoz,Ashok Vihar Phase 2,"North Indian, Chinese",4.2,900,355,New Delhi,kaggle,Premium (₹700-1500),North Indian
Red Hot Cafe,Sushant Lok,"Chinese, Asian, Thai, Malaysian, Vietnamese, Japanese",3.8,1000,422,Gurgaon,kaggle,Premium (₹700-1500),Chinese
Urban Grill By Chef Scotty,Lajpat Nagar 2,"North Indian, Chinese, European, Biryani, Italian, Beverages",4.3,1000,295,New Delhi,kaggle,Premium (₹700-1500),North Indian
Carne,Dlf Phase 4,"Pizza, Burger, Italian, Beverages",4.2,750,377,Gurgaon,kaggle,Premium (₹700-1500),Pizza
TAPPA,Worldmark 1,North Indian,4.4,1900,230,New Delhi,kaggle,Luxury (>₹1500),North Indian
Karate Kitchen,Mg Road,"Chinese, Asian, Thai, Momos",4.1,950,285,New Delhi,kaggle,Premium (₹700-1500),Chinese
Public Headquarter,Pvr Anupam Complex,"North Indian, Chinese, Italian, Continental",3.9,1200,226,New Delhi,kaggle,Premium (₹700-1500),North Indian
Eau De Monsoon - Le Meridien,Le Meridien,"Continental, European, North Indian",4.0,4500,276,New Delhi,kaggle,Luxury (>₹1500),Continental
L'OpÃ©ra,Dlf Galleria,"Bakery, Desserts",3.9,650,251,Gurgaon,kaggle,Mid (₹300-700),Bakery
Ji Memsaab - Indian Terrace Restaurant & Bar,Eros City Square Mall,North Indian,4.6,1200,138,Gurgaon,kaggle,Premium (₹700-1500),North Indian
Wat-a-Burger!,Paschim Vihar,"Burger, Fast Food, Beverages",4.4,400,330,New Delhi,kaggle,Mid (₹300-700),Burger
Linnard Eatery,Sohna Road,"Continental, Sandwich, Pizza, Burger, Fast Food",4.6,600,153,Gurgaon,kaggle,Mid (₹300-700),Continental
Delhi Belly Dhaba (DBD),Mahipalpur,North Indian,4.0,350,296,New Delhi,kaggle,Mid (₹300-700),North Indian
Kutumb,Rohini,"North Indian, Mughlai, Chinese, Rajasthani",4.2,800,230,New Delhi,kaggle,Premium (₹700-1500),North Indian
Tokyo Table,Worldmark 1,"Japanese, Sushi",4.0,600,271,New Delhi,kaggle,Mid (₹300-700),Japanese
Masala To Go,Udyog Vihar,"North Indian, Mughlai, Desserts",4.4,800,145,Gurgaon,kaggle,Premium (₹700-1500),North Indian
Wat-a-Burger!,Mayur Vihar Phase 1,"Burger, Fast Food, Beverages",4.2,400,127,New Delhi,kaggle,Mid (₹300-700),Burger
Mughal Affair,Sikandarpur,"North Indian, Mughlai, Kebab, Rolls",4.6,650,172,Gurgaon,kaggle,Mid (₹300-700),North Indian
Under The Neem,Sector 83,"Cafe, Continental, North Indian, Italian, Salad, Pizza, Coffee, Healthy Food",4.1,1400,123,Gurgaon,kaggle,Premium (₹700-1500),Cafe
Giani,Connaught Place,"Desserts, Beverages, Ice Cream",4.0,400,173,New Delhi,kaggle,Mid (₹300-700),Desserts
Tobiko By Enoki,Dlf Galleria,"Asian, Japanese, Thai, Sushi, PokÃ©",4.4,800,106,Gurgaon,kaggle,Premium (₹700-1500),Asian
Osal,Sohna Road,"Goan, Chinese, Continental",4.1,1200,91,Gurgaon,kaggle,Premium (₹700-1500),Goan
Wat-a-Burger!,Ashok Vihar Phase 1,"Burger, Fast Food, Beverages",4.1,400,143,New Delhi,kaggle,Mid (₹300-700),Burger
Wat-a-Burger!,Laxmi Nagar,"Burger, Fast Food, Beverages",3.9,400,125,New Delhi,kaggle,Mid (₹300-700),Burger
Laat Saab,Ashok Vihar Phase 2,"North Indian, Mughlai, Kebab",4.0,1500,53,New Delhi,kaggle,Premium (₹700-1500),North Indian
Wat-a-Burger!,Sector 15,"Burger, Fast Food, Beverages",3.9,400,102,Faridabad,kaggle,Mid (₹300-700),Burger
Wok Art,Sector 29,"Asian, Chinese, Momos, Thai",3.9,1000,109,Noida,kaggle,Premium (₹700-1500),Asian
Moreish,Sector 135,"North Indian, Fast Food, Arabian, Continental",3.6,950,133,Noida,kaggle,Premium (₹700-1500),North Indian
Shree Nivedhyam,Chhatarpur,South Indian,3.8,300,107,New Delhi,kaggle,Budget (≤₹300),South Indian
M2 Meat Murga,Sector 62,"North Indian, Mughlai, Chinese",4.0,500,131,Noida,kaggle,Mid (₹300-700),North Indian
DonTelMama,South Extension 2,"North Indian, Chinese, Continental",4.2,2250,36,New Delhi,kaggle,Luxury (>₹1500),North Indian
Wat-a-Burger!,Sector 41,"Burger, Fast Food, Beverages",4.1,400,90,Noida,kaggle,Mid (₹300-700),Burger
The Big Fuzen,Greater Kailash 3 (Gk3),"Chinese, North Indian, Fast Food",4.4,400,111,New Delhi,kaggle,Mid (₹300-700),Chinese
Berco's,Janakpuri,"Chinese, Thai, Asian",3.6,1600,82,New Delhi,kaggle,Luxury (>₹1500),Chinese
Wrap It Up!,Central Plaza Mall,"Wraps, Healthy Food, Mexican, Lebanese, Beverages",4.4,750,91,Gurgaon,kaggle,Premium (₹700-1500),Wraps
1900 AD- A Kitchen Love Story,Sushant Shopping Arcade,"North Indian, Mughlai",4.0,1000,51,Gurgaon,kaggle,Premium (₹700-1500),North Indian
AK's Bar - Karma Lakelands,Sector 83,"Bar Food, North Indian, Continental, Asian",3.9,2000,47,Gurgaon,kaggle,Luxury (>₹1500),Bar Food
Wat-a-Burger!,Munirka,"Burger, Fast Food, Beverages",4.0,400,60,New Delhi,kaggle,Mid (₹300-700),Burger
Wat-a-Burger!,Rajinder Nagar,"Burger, Fast Food, Beverages",3.8,400,77,New Delhi,kaggle,Mid (₹300-700),Burger
Vege-Mitz,Dlf Phase 4,"Fast Food, North Indian",4.1,400,52,Gurgaon,kaggle,Mid (₹300-700),Fast Food
Greenr Cafe,32Nd Avenue,Cafe,4.4,1100,592,Gurgaon,kaggle,Premium (₹700-1500),Cafe
OLLY - Olive's All Day Cafe & Bar,Cyber Hub,"Cafe, Italian, Pizza, Healthy Food, Salad",4.4,1800,502,Gurgaon,kaggle,Luxury (>₹1500),Cafe
How You Brewing?,Lajpat Nagar 4,"Cafe, Continental, Italian",4.0,600,667,New Delhi,kaggle,Mid (₹300-700),Cafe
The Turkey Project,Defence Colony,"Cafe, Italian, Coffee",4.2,500,528,New Delhi,kaggle,Mid (₹300-700),Cafe
The Branch Cafe,South Extension 2,"Cafe, Mexican, Continental, Italian, North Indian",4.3,1000,458,New Delhi,kaggle,Premium (₹700-1500),Cafe
Coffee Bond,Uday Park,"Cafe, Coffee",4.3,700,421,New Delhi,kaggle,Mid (₹300-700),Cafe
The Minnions Cafe,Laxmi Nagar,Cafe,4.2,600,471,New Delhi,kaggle,Mid (₹300-700),Cafe
Cafe Yell,Defence Colony Main Market,"Cafe, Continental, Italian",4.2,1000,451,New Delhi,kaggle,Premium (₹700-1500),Cafe
The Coffee Bean & Tea Leaf,Khan Market,"Cafe, Fast Food",3.9,700,436,New Delhi,kaggle,Mid (₹300-700),Cafe
2Tree Coffee,Pvr Anupam Complex,"Cafe, Pizza, Fast Food, Beverages",4.5,700,351,New Delhi,kaggle,Mid (₹300-700),Cafe
CafÃ© Pluck - Pullman New Delhi Aerocity,Pullman New Delhi Aerocity,"Cafe, Continental, Desserts",4.2,2000,339,New Delhi,kaggle,Luxury (>₹1500),Cafe
Kaffiiaa,Sector 18,"Cafe, Italian, Continental, Salad",4.2,900,313,Noida,kaggle,Premium (₹700-1500),Cafe
